latitude,longitude,elevation_m,temperature_C,humidity_percent,rainfall_mm_day,windspeed_mps,soil_type,soil_pH,soil_moisture_percent,organic_carbon_percent,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,bulk_density_gcm3,drainage,ndvi,canopy_cover_percent,burn_severity,fire_frequency_5yr,deforestation_percent,native_species_suitability,carbon_sequestration_tCO2_ha,recommended_reforestation_method,recommended_species
1.544118,-62.167157,249.5,31.96,74.9,28.19,1.23,Spodosol,6.18,65.8,3.12,1820,27,74,1.57,Poor,0.759,75.4,0.152,0,10.2,100.0,193.3,Natural Regeneration,Brazil Nut
1.885845,-53.677207,43.3,26.02,85.3,15.74,0.16,Spodosol,6.3,61.2,2.21,2147,34,175,0.98,Moderate,0.446,50.4,0.489,4,79.5,91.5,126.0,Assisted Natural Regeneration,Andiroba
-4.944383,-59.582245,113.9,32.7,77.3,17.74,1.76,Ultisol,4.86,45.1,5.18,782,19,97,1.11,Moderate,0.765,75.1,0.167,0,8.3,100.0,214.3,Natural Regeneration,Brazil Nut
-0.914022,-57.636007,240.6,24.38,96.4,0.8,7.1,Histosol,6.06,57.9,6.36,1402,9,104,1.53,Good,0.95,93.6,0.024,0,12.7,100.0,250.0,Natural Regeneration,Brazil Nut
-1.660712,-50.155963,122.4,23.62,94.8,30.4,6.34,Spodosol,6.3,77.5,5.98,1824,26,195,1.58,Moderate,0.95,93.0,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.223138,-68.423947,36.4,22.58,92.3,20.68,3.32,Oxisol,6.19,61.7,6.28,2065,30,128,1.38,Poor,0.903,81.6,0.016,0,3.2,100.0,250.0,Natural Regeneration,Brazil Nut
-4.041077,-59.025306,294.5,34.21,65.3,50.29,5.94,Entisol,4.54,66.2,1.2,581,39,166,1.14,Poor,0.538,55.0,0.435,3,62.3,96.7,138.4,Assisted Natural Regeneration,Andiroba
-2.299079,-62.952287,122.4,26.0,85.7,13.68,3.26,Inceptisol,5.26,72.4,1.48,1904,37,129,1.51,Good,0.595,68.6,0.223,3,16.7,100.0,137.5,Agroforestry,Rubber Tree
2.543278,-73.053153,40.8,33.93,73.9,24.93,6.34,Oxisol,4.19,53.9,5.75,2402,26,133,1.45,Moderate,0.847,87.2,0.072,1,0.9,100.0,235.4,Natural Regeneration,Brazil Nut
-2.414377,-73.652705,44.7,25.54,82.7,22.76,1.46,Inceptisol,5.47,53.5,3.48,1305,8,163,1.49,Moderate,0.68,78.5,0.346,3,41.4,100.0,198.4,Direct Seeding,Açaí Palm
-0.849675,-71.138514,103.1,33.8,70.3,21.73,1.22,Ultisol,5.24,43.8,3.71,1654,20,58,1.3,Good,0.546,56.2,0.411,2,44.4,100.0,147.1,Direct Seeding,Açaí Palm
0.624152,-58.421798,78.7,33.75,69.4,20.69,0.62,Entisol,6.53,55.0,3.39,439,10,118,0.92,Moderate,0.688,69.8,0.31,2,54.5,100.0,184.8,Direct Seeding,Açaí Palm
-2.090963,-60.388086,275.5,34.01,75.2,6.37,1.93,Entisol,4.05,47.8,2.01,2359,16,86,1.12,Moderate,0.434,40.7,0.593,4,48.4,92.9,125.6,Direct Seeding,Açaí Palm
2.774257,-60.717691,126.2,28.45,85.0,13.09,1.17,Spodosol,5.48,51.4,6.64,2411,8,152,1.55,Good,0.95,95.0,0.0,0,21.6,100.0,250.0,Natural Regeneration,Brazil Nut
2.699578,-73.235438,285.5,33.26,74.5,6.2,6.39,Oxisol,6.05,47.8,5.39,2342,13,184,1.15,Good,0.789,75.2,0.01,0,15.3,100.0,215.2,Natural Regeneration,Brazil Nut
-2.985742,-62.736728,77.4,34.36,66.5,15.25,1.92,Inceptisol,5.3,46.6,2.94,1761,14,173,1.24,Moderate,0.608,68.3,0.299,2,50.2,100.0,167.4,Natural Regeneration,Brazil Nut
-1.022012,-51.809052,182.7,26.22,83.3,16.78,4.13,Oxisol,4.67,65.4,4.55,210,20,239,1.34,Moderate,0.856,71.4,0.039,0,12.5,100.0,238.3,Natural Regeneration,Brazil Nut
-2.592974,-64.457795,247.1,27.45,84.8,4.66,6.05,Inceptisol,5.71,60.8,4.17,1180,39,47,1.42,Poor,0.76,81.5,0.282,2,16.5,100.0,197.4,Natural Regeneration,Brazil Nut
-2.721276,-59.001861,235.2,31.35,80.5,6.8,5.42,Ultisol,6.76,46.8,3.86,1806,34,224,1.51,Moderate,0.715,81.1,0.193,2,12.8,100.0,198.5,Natural Regeneration,Brazil Nut
-4.704904,-55.284352,218.4,25.9,94.1,10.21,1.64,Ultisol,4.11,62.9,6.78,1188,40,202,1.06,Moderate,0.95,99.5,0.0,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-0.123485,-55.185793,325.2,31.8,73.3,6.2,0.62,Oxisol,4.55,43.7,3.7,1440,21,146,1.32,Moderate,0.633,57.8,0.397,2,26.4,100.0,166.4,Agroforestry,Rubber Tree
-0.978568,-61.537278,95.4,22.96,93.3,7.24,7.29,Ultisol,5.37,54.6,4.68,1976,3,173,1.07,Good,0.801,73.2,0.201,0,16.7,100.0,216.6,Natural Regeneration,Brazil Nut
-4.58817,-53.409153,182.9,28.81,77.7,16.48,4.98,Oxisol,5.67,56.2,2.56,2093,14,123,1.53,Moderate,0.695,77.6,0.316,2,31.0,100.0,183.3,Agroforestry,Rubber Tree
-2.770828,-64.606926,311.7,23.59,95.3,10.59,5.65,Oxisol,5.75,59.6,3.2,1623,40,53,1.34,Moderate,0.691,71.8,0.221,2,0.4,100.0,196.7,Natural Regeneration,Brazil Nut
2.266127,-52.671363,45.7,25.81,91.1,21.54,3.09,Histosol,4.17,65.4,4.44,330,34,87,1.21,Moderate,0.787,82.2,0.329,4,39.5,100.0,235.6,Agroforestry,Rubber Tree
-3.083505,-68.234548,38.4,25.36,99.0,10.44,1.93,Inceptisol,4.34,58.2,6.56,2318,38,105,1.35,Moderate,0.95,83.8,0.06,2,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.840841,-67.274806,97.0,32.91,73.4,17.81,4.24,Ultisol,6.65,58.4,6.84,1465,11,244,1.38,Good,0.95,96.0,0.045,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.084378,-72.725105,228.9,24.52,96.8,7.23,0.62,Entisol,4.21,60.0,5.86,819,25,26,0.97,Good,0.95,100.0,0.076,0,24.3,100.0,250.0,Natural Regeneration,Brazil Nut
2.885204,-54.906036,105.8,32.51,69.8,10.15,6.4,Oxisol,5.17,37.7,5.93,1346,27,220,1.15,Moderate,0.851,80.9,0.073,3,0.2,100.0,250.0,Natural Regeneration,Brazil Nut
-3.063558,-63.990674,82.8,32.32,74.4,15.17,5.24,Ultisol,5.62,54.7,1.73,1679,32,128,0.92,Moderate,0.545,42.6,0.438,2,45.4,89.7,126.8,Direct Seeding,Açaí Palm
0.377084,-68.501201,171.4,28.49,84.5,12.95,6.09,Entisol,4.88,63.3,6.43,2248,12,104,1.45,Moderate,0.95,98.3,0.01,0,14.1,100.0,250.0,Natural Regeneration,Brazil Nut
1.092957,-68.437033,222.5,25.04,91.7,3.34,4.55,Oxisol,4.72,56.7,6.69,391,14,125,1.07,Moderate,0.95,92.8,0.147,0,13.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.0989,-52.366401,102.0,24.95,92.5,11.67,4.62,Oxisol,4.81,63.1,2.39,2485,38,100,0.97,Good,0.73,65.7,0.245,1,21.4,100.0,177.0,Natural Regeneration,Brazil Nut
0.825731,-53.986002,119.2,28.04,85.5,20.31,4.8,Oxisol,4.79,56.5,4.05,727,15,134,1.46,Poor,0.735,61.2,0.137,0,16.6,100.0,204.3,Natural Regeneration,Brazil Nut
-2.057735,-60.715259,222.5,22.11,100.0,13.08,6.27,Histosol,5.06,56.4,3.37,383,23,181,1.49,Poor,0.65,66.5,0.362,5,32.7,100.0,166.8,Agroforestry,Rubber Tree
0.058447,-59.213341,332.1,28.91,88.6,4.64,1.8,Ultisol,4.33,57.2,5.48,544,6,64,0.91,Moderate,0.893,96.7,0.18,1,32.5,100.0,250.0,Natural Regeneration,Brazil Nut
0.068238,-62.616186,242.7,34.39,57.7,23.01,5.45,Ultisol,6.39,43.9,1.91,1045,36,63,1.11,Moderate,0.542,47.3,0.27,2,45.6,100.0,129.4,Direct Seeding,Açaí Palm
-0.713803,-64.600003,278.4,24.01,100.0,2.07,4.42,Oxisol,6.13,64.7,5.4,335,38,24,1.43,Good,0.95,93.0,0.067,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.277682,-52.028555,141.0,29.45,72.8,17.63,3.96,Oxisol,4.1,47.1,6.09,289,11,64,1.5,Good,0.902,98.3,0.0,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
1.68242,-70.985295,109.8,34.5,70.3,6.53,4.33,Inceptisol,6.13,43.2,1.72,2227,29,250,1.22,Moderate,0.454,37.4,0.438,5,31.5,94.4,120.5,Agroforestry,Rubber Tree
-2.433759,-63.957277,169.9,33.19,83.8,14.31,2.18,Spodosol,6.32,55.6,2.38,899,26,249,1.55,Moderate,0.546,62.5,0.523,4,52.2,94.2,139.0,Direct Seeding,Açaí Palm
-3.507852,-65.730514,286.4,33.05,72.1,3.59,0.3,Oxisol,6.58,46.7,1.74,1755,14,59,1.28,Good,0.382,52.2,0.338,2,27.0,99.4,116.2,Agroforestry,Rubber Tree
-4.673799,-62.044383,170.6,32.68,74.2,13.83,6.07,Oxisol,5.72,44.6,5.85,2108,28,93,1.31,Good,0.893,92.0,0.0,0,14.9,100.0,247.1,Natural Regeneration,Brazil Nut
-0.272856,-63.016835,299.4,26.02,88.4,33.16,7.33,Oxisol,6.39,69.0,1.13,1025,14,44,1.04,Good,0.512,60.3,0.296,3,0.0,100.0,105.3,Agroforestry,Rubber Tree
0.420515,-61.546651,346.3,33.58,74.4,10.33,3.85,Oxisol,6.13,46.7,6.37,429,33,29,1.37,Moderate,0.882,83.4,0.083,2,38.7,100.0,250.0,Natural Regeneration,Brazil Nut
-4.867297,-70.641945,43.8,34.24,71.2,12.56,6.7,Ultisol,4.07,41.4,4.22,310,29,183,1.08,Good,0.574,65.4,0.412,5,41.3,100.0,173.3,Direct Seeding,Açaí Palm
-0.903256,-61.684604,35.0,28.45,80.5,16.49,4.44,Inceptisol,6.27,51.8,2.29,1187,28,63,1.27,Moderate,0.548,35.8,0.204,3,25.7,100.0,152.3,Agroforestry,Rubber Tree
-3.188034,-68.181948,69.4,26.61,87.9,11.01,7.44,Entisol,5.63,54.4,1.9,579,15,168,1.35,Moderate,0.518,56.1,0.453,4,54.0,94.0,128.3,Direct Seeding,Açaí Palm
0.161382,-69.576048,146.8,27.38,80.9,30.39,4.07,Ultisol,5.82,63.0,1.92,1659,29,224,1.15,Moderate,0.514,63.0,0.489,4,37.1,98.3,145.4,Agroforestry,Rubber Tree
-3.605069,-72.443979,63.2,26.34,88.5,3.72,1.64,Ultisol,6.48,55.0,2.6,2086,10,102,1.46,Moderate,0.576,61.8,0.324,3,41.4,100.0,146.2,Direct Seeding,Açaí Palm
0.527502,-55.696339,307.3,24.76,91.0,13.07,6.96,Ultisol,4.03,66.6,1.48,2169,5,40,1.36,Moderate,0.581,53.9,0.464,4,60.6,89.0,165.0,Assisted Natural Regeneration,Andiroba
-1.906117,-63.741394,27.6,30.04,80.6,17.57,6.4,Spodosol,4.3,52.2,5.79,867,2,58,0.91,Good,0.911,100.0,0.004,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
2.49384,-58.960552,124.2,29.31,78.2,16.69,3.18,Ultisol,5.61,55.7,2.64,2441,34,113,1.3,Moderate,0.548,61.8,0.35,3,27.9,98.0,167.0,Agroforestry,Rubber Tree
-3.899832,-56.53776,80.9,28.01,83.9,8.38,6.74,Inceptisol,5.15,50.7,1.09,2311,27,95,0.94,Moderate,0.435,48.5,0.412,4,44.1,89.7,110.7,Direct Seeding,Açaí Palm
-2.271469,-57.6964,327.4,23.25,96.9,27.55,0.07,Inceptisol,5.17,66.3,5.78,663,2,189,1.11,Good,0.95,100.0,0.066,2,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.092212,-62.707983,240.9,32.36,74.5,22.41,6.4,Spodosol,4.87,51.6,4.52,356,6,57,1.37,Good,0.768,67.9,0.038,3,0.0,100.0,204.5,Natural Regeneration,Brazil Nut
2.397549,-64.690435,321.0,24.27,95.7,5.87,5.5,Entisol,6.29,56.6,1.19,1716,31,151,1.07,Poor,0.453,64.5,0.472,3,56.7,87.7,104.6,Direct Seeding,Açaí Palm
2.018715,-64.976962,340.9,23.49,95.4,28.05,3.04,Oxisol,4.29,70.9,2.35,2175,37,235,0.97,Moderate,0.68,65.8,0.312,3,27.7,99.5,179.7,Agroforestry,Rubber Tree
-2.936467,-58.638829,184.0,30.1,75.8,4.45,6.33,Entisol,5.49,50.6,2.94,1358,26,193,1.16,Poor,0.605,51.8,0.361,3,54.5,100.0,175.1,Direct Seeding,Açaí Palm
0.279872,-62.124935,97.3,27.18,87.5,11.49,1.01,Ultisol,5.28,52.1,6.63,883,37,123,1.15,Poor,0.95,95.5,0.047,0,16.7,100.0,250.0,Natural Regeneration,Brazil Nut
1.537778,-53.620826,83.9,22.78,97.2,20.8,1.63,Entisol,5.54,59.5,3.56,564,31,192,0.98,Moderate,0.775,78.7,0.197,2,0.8,100.0,207.6,Natural Regeneration,Brazil Nut
-0.558394,-53.007152,93.6,26.62,93.6,5.6,4.27,Spodosol,4.14,62.2,5.15,753,31,114,1.41,Moderate,0.849,95.8,0.149,1,1.2,100.0,242.0,Natural Regeneration,Brazil Nut
-0.762795,-69.906551,253.8,32.03,80.7,23.61,7.05,Ultisol,5.89,60.6,5.66,1069,32,73,0.98,Moderate,0.949,100.0,0.013,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.065182,-70.730392,33.3,30.0,73.1,10.54,1.04,Inceptisol,4.04,56.0,4.14,2194,40,236,1.4,Good,0.822,75.9,0.192,2,27.3,100.0,206.4,Natural Regeneration,Brazil Nut
-4.255178,-58.870378,36.9,26.72,91.3,19.26,4.51,Oxisol,5.48,60.0,1.61,244,3,166,1.32,Moderate,0.498,47.9,0.372,3,0.0,90.2,114.0,Agroforestry,Rubber Tree
2.177726,-66.770582,220.7,24.49,97.9,25.95,6.03,Oxisol,4.74,69.9,6.61,1856,33,37,1.41,Good,0.95,100.0,0.06,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
2.203344,-73.554303,231.9,30.21,72.7,10.11,5.95,Ultisol,4.88,47.8,3.7,491,11,185,1.16,Good,0.658,78.4,0.235,2,43.8,100.0,173.3,Natural Regeneration,Brazil Nut
0.064812,-52.672576,239.5,33.54,74.1,27.8,5.02,Oxisol,6.07,61.0,2.02,265,11,165,1.39,Moderate,0.626,58.4,0.357,3,27.3,99.0,169.8,Agroforestry,Rubber Tree
-2.287762,-68.554382,142.7,30.4,83.5,10.82,7.53,Entisol,6.76,58.8,5.61,2230,19,74,1.17,Poor,0.92,100.0,0.137,1,4.3,100.0,240.1,Natural Regeneration,Brazil Nut
-2.206323,-51.697264,286.0,32.57,68.8,35.5,3.86,Oxisol,5.33,54.8,6.29,1768,37,107,1.41,Moderate,0.95,85.4,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
0.807645,-56.781573,196.1,28.78,81.9,3.21,7.04,Inceptisol,5.87,51.1,5.39,1123,37,194,1.4,Moderate,0.788,76.4,0.156,1,0.4,100.0,234.0,Natural Regeneration,Brazil Nut
2.176882,-55.696316,54.8,31.33,77.6,13.55,4.96,Inceptisol,4.7,51.2,3.68,962,26,152,0.93,Poor,0.722,74.2,0.233,1,31.2,100.0,193.4,Natural Regeneration,Brazil Nut
2.096691,-69.164924,283.0,33.65,73.7,22.76,5.9,Ultisol,5.55,41.8,6.9,1269,28,46,1.04,Poor,0.916,99.6,0.187,2,18.1,100.0,250.0,Natural Regeneration,Brazil Nut
1.239004,-68.379334,334.5,32.05,69.9,17.95,3.72,Inceptisol,4.28,47.1,1.6,2142,6,170,1.02,Poor,0.454,55.9,0.535,4,74.5,92.5,109.6,Assisted Natural Regeneration,Andiroba
0.136253,-61.489574,39.8,33.83,76.2,7.6,1.34,Ultisol,6.38,43.8,1.88,2163,27,152,1.0,Poor,0.468,56.8,0.673,5,42.6,86.1,123.0,Direct Seeding,Açaí Palm
-4.32688,-69.869604,149.1,27.6,75.8,37.29,0.87,Oxisol,5.28,54.9,2.65,1134,38,28,1.48,Good,0.59,64.2,0.258,2,21.7,100.0,142.6,Agroforestry,Rubber Tree
-3.70697,-66.669639,180.9,33.75,77.2,7.93,5.46,Entisol,5.01,53.6,1.79,2044,4,218,1.29,Moderate,0.562,66.4,0.253,2,19.7,100.0,144.9,Agroforestry,Rubber Tree
2.188434,-66.284901,68.3,30.08,82.6,21.73,3.01,Ultisol,5.44,52.6,3.69,2487,31,20,1.17,Moderate,0.669,60.6,0.294,1,43.6,100.0,193.5,Natural Regeneration,Brazil Nut
-0.148568,-70.168882,306.3,33.31,68.6,11.4,4.54,Oxisol,6.56,45.4,4.57,2086,22,95,1.05,Good,0.742,85.3,0.275,2,46.0,100.0,214.9,Natural Regeneration,Brazil Nut
-4.926424,-69.075612,113.8,22.51,100.0,11.56,5.97,Inceptisol,6.17,63.2,2.82,1374,3,127,1.23,Good,0.664,64.4,0.276,1,48.4,100.0,174.0,Natural Regeneration,Brazil Nut
-4.188228,-55.074756,278.4,30.55,73.4,28.78,6.29,Ultisol,4.43,51.3,1.18,1830,17,184,1.45,Moderate,0.38,33.9,0.533,4,58.4,91.2,96.5,Direct Seeding,Açaí Palm
0.308014,-69.987299,241.4,33.02,73.0,9.75,4.08,Oxisol,6.15,48.7,4.36,664,30,128,1.36,Moderate,0.789,79.6,0.274,2,6.9,100.0,202.8,Natural Regeneration,Brazil Nut
-4.959507,-73.317023,217.4,24.26,95.5,11.03,2.52,Entisol,5.1,70.5,4.36,1705,7,174,1.27,Moderate,0.87,82.1,0.164,1,36.5,100.0,235.5,Natural Regeneration,Brazil Nut
-3.713536,-58.895481,83.4,30.6,79.7,5.98,6.21,Oxisol,5.11,43.8,6.23,1204,29,238,1.56,Good,0.915,100.0,0.143,1,46.6,100.0,250.0,Natural Regeneration,Brazil Nut
-0.61013,-50.576405,92.8,32.72,69.0,23.72,3.32,Ultisol,6.12,59.4,1.62,1272,13,57,1.36,Moderate,0.565,67.1,0.215,3,13.4,100.0,148.5,Agroforestry,Rubber Tree
0.535162,-66.050868,35.6,25.74,88.2,6.72,7.49,Oxisol,5.29,53.2,3.23,2032,31,206,0.99,Moderate,0.647,63.8,0.259,3,54.0,100.0,181.0,Natural Regeneration,Brazil Nut
0.21569,-71.152263,99.4,27.27,87.5,35.98,6.6,Inceptisol,4.2,79.8,2.39,2208,39,189,1.34,Moderate,0.677,67.6,0.357,4,39.8,100.0,169.0,Agroforestry,Rubber Tree
-3.205846,-60.310704,134.0,29.4,77.9,29.25,5.98,Ultisol,4.69,56.8,1.62,611,20,219,1.32,Moderate,0.511,55.5,0.385,2,49.5,98.7,130.8,Direct Seeding,Açaí Palm
0.697434,-52.247499,294.9,28.75,84.5,18.33,1.93,Ultisol,6.5,57.7,2.81,1750,6,227,1.54,Poor,0.598,58.2,0.351,3,21.3,100.0,168.8,Agroforestry,Rubber Tree
-3.102007,-55.182517,140.9,22.51,95.7,3.6,2.9,Oxisol,5.66,46.2,5.83,1628,29,40,1.31,Good,0.935,92.5,0.175,1,18.1,100.0,250.0,Natural Regeneration,Brazil Nut
-2.396802,-59.059619,269.0,23.28,100.0,7.31,6.79,Ultisol,6.41,70.0,2.41,1613,38,160,1.43,Poor,0.652,62.0,0.174,3,20.2,100.0,173.8,Natural Regeneration,Brazil Nut
0.971931,-66.438644,165.0,23.31,100.0,32.49,0.19,Ultisol,4.85,70.9,6.48,2280,29,235,1.5,Good,0.95,96.4,0.054,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
0.197063,-60.994876,279.0,25.41,90.0,7.45,6.25,Oxisol,5.93,53.5,5.15,2396,3,124,1.46,Good,0.867,78.9,0.105,1,24.9,100.0,249.4,Natural Regeneration,Brazil Nut
1.793787,-71.810124,342.2,25.2,96.6,8.85,3.23,Oxisol,6.2,66.4,1.57,540,3,181,1.22,Good,0.528,45.1,0.477,3,23.7,100.0,126.6,Agroforestry,Rubber Tree
0.260903,-57.70531,99.1,31.65,74.8,13.89,6.39,Entisol,4.51,62.1,2.33,523,2,164,0.98,Moderate,0.597,66.7,0.352,3,49.2,98.3,166.2,Direct Seeding,Açaí Palm
-0.453531,-56.597696,304.6,29.45,76.7,17.11,4.42,Ultisol,4.07,57.5,1.21,1872,37,236,1.09,Good,0.491,45.9,0.443,4,43.3,99.2,132.0,Direct Seeding,Açaí Palm
-4.250602,-50.839241,225.2,31.93,73.0,12.58,4.21,Oxisol,5.78,42.2,1.69,1445,20,196,1.01,Moderate,0.409,27.2,0.545,5,50.0,88.8,112.2,Direct Seeding,Açaí Palm
-2.058274,-67.750463,289.7,22.91,98.2,30.33,5.61,Spodosol,5.62,68.6,5.33,1852,40,95,1.23,Moderate,0.942,94.1,0.026,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.878381,-73.557046,235.0,28.31,75.3,26.78,6.45,Entisol,4.11,46.1,1.93,2275,36,236,1.4,Poor,0.454,52.7,0.286,4,28.7,96.3,128.0,Agroforestry,Rubber Tree
-3.048083,-60.905397,159.9,26.21,92.6,8.33,5.55,Oxisol,5.15,62.7,2.76,1445,7,43,0.91,Moderate,0.61,55.4,0.432,4,29.8,100.0,163.7,Agroforestry,Rubber Tree
2.784084,-57.037028,95.3,33.05,72.8,10.31,3.61,Entisol,5.58,46.7,5.11,2079,29,105,1.29,Moderate,0.836,84.0,0.086,1,17.4,100.0,233.0,Natural Regeneration,Brazil Nut
-1.855218,-55.030221,43.1,31.2,82.0,13.85,2.57,Oxisol,4.59,53.8,4.83,1133,34,203,0.99,Moderate,0.786,72.4,0.128,1,0.0,100.0,205.1,Natural Regeneration,Brazil Nut
2.136372,-69.350266,196.7,33.3,74.8,21.91,6.77,Oxisol,4.27,56.8,6.38,2353,29,192,1.24,Good,0.95,95.4,0.018,2,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
0.049109,-67.717931,346.8,22.6,99.1,8.33,4.17,Oxisol,6.24,66.9,3.0,552,13,112,1.42,Moderate,0.61,51.4,0.386,4,28.7,100.0,169.4,Agroforestry,Rubber Tree
1.35849,-61.697818,263.6,31.37,74.8,16.35,6.27,Ultisol,6.59,47.0,3.2,1376,4,243,1.27,Poor,0.667,74.1,0.297,3,43.2,100.0,198.4,Natural Regeneration,Brazil Nut
-0.978903,-66.065581,128.0,29.02,90.1,23.11,7.97,Ultisol,5.25,62.3,1.57,727,38,55,0.93,Good,0.623,54.3,0.081,0,5.6,100.0,152.5,Natural Regeneration,Brazil Nut
-0.384769,-53.347724,293.0,32.73,84.0,9.9,5.15,Inceptisol,4.38,44.5,2.7,364,14,62,1.54,Moderate,0.526,52.9,0.415,4,51.3,99.4,123.8,Direct Seeding,Açaí Palm
-1.059858,-62.629756,273.8,28.59,81.8,27.39,2.23,Oxisol,5.18,61.5,6.07,594,34,52,1.23,Good,0.95,100.0,0.038,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.438056,-54.810113,112.9,29.02,87.7,13.09,6.92,Oxisol,4.78,58.0,1.83,2360,17,182,1.5,Moderate,0.587,48.9,0.31,1,37.3,100.0,151.6,Agroforestry,Rubber Tree
0.779617,-60.065126,24.7,22.67,94.8,18.39,2.19,Ultisol,5.37,57.5,3.23,1998,16,123,1.55,Moderate,0.718,68.2,0.108,0,45.1,100.0,175.4,Natural Regeneration,Brazil Nut
-2.753821,-55.445837,59.0,30.69,75.3,22.44,2.08,Ultisol,4.03,45.4,6.06,1788,40,176,1.4,Moderate,0.95,100.0,0.077,3,16.6,100.0,250.0,Natural Regeneration,Brazil Nut
-4.805472,-66.015848,309.5,25.55,89.2,5.01,0.59,Oxisol,6.43,56.5,2.32,2237,9,107,0.96,Poor,0.527,50.5,0.355,3,34.1,100.0,123.9,Agroforestry,Rubber Tree
0.163778,-54.046001,296.1,22.26,100.0,18.46,0.63,Spodosol,4.16,64.7,1.94,2066,13,87,1.55,Moderate,0.587,59.1,0.223,3,0.0,100.0,155.4,Agroforestry,Rubber Tree
-3.583115,-67.410264,117.4,22.86,92.5,11.6,6.9,Inceptisol,5.2,62.3,1.04,518,21,160,1.48,Good,0.365,38.3,0.504,5,15.7,85.8,94.4,Agroforestry,Rubber Tree
2.523669,-60.893629,114.1,34.44,76.6,9.23,1.85,Oxisol,5.85,43.6,6.51,1743,4,225,1.44,Poor,0.95,78.7,0.0,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
2.631429,-68.863829,281.6,26.5,93.4,29.05,0.87,Ultisol,5.82,71.2,6.22,1224,10,105,1.0,Moderate,0.946,100.0,0.13,1,51.9,100.0,250.0,Natural Regeneration,Brazil Nut
2.318915,-62.587363,329.5,33.28,75.1,35.31,2.82,Oxisol,4.83,59.6,2.13,999,11,49,1.17,Good,0.602,52.8,0.4,3,76.1,100.0,141.6,Assisted Natural Regeneration,Andiroba
-2.03873,-66.363795,277.1,34.48,67.3,23.71,5.71,Ultisol,5.4,46.8,5.72,678,8,213,0.92,Moderate,0.948,86.7,0.008,0,8.5,100.0,250.0,Natural Regeneration,Brazil Nut
-4.876347,-67.599118,219.8,34.26,73.5,7.1,2.72,Ultisol,5.39,46.9,6.84,586,11,200,1.36,Poor,0.95,86.4,0.133,2,24.5,100.0,250.0,Natural Regeneration,Brazil Nut
2.426549,-50.79236,100.1,33.46,56.8,1.51,2.47,Oxisol,4.37,31.9,2.83,1395,23,189,1.51,Poor,0.505,64.3,0.427,0,45.0,98.0,133.8,Direct Seeding,Açaí Palm
-1.574527,-70.158221,193.5,33.63,73.1,19.17,3.9,Ultisol,5.04,45.9,5.01,223,4,248,1.35,Moderate,0.815,74.6,0.089,2,24.4,100.0,216.4,Natural Regeneration,Brazil Nut
2.733239,-55.10418,97.1,25.76,91.4,32.44,0.17,Ultisol,4.33,61.7,2.23,2196,20,113,1.25,Good,0.511,56.1,0.415,3,35.7,100.0,133.8,Agroforestry,Rubber Tree
2.70896,-50.380041,286.6,23.97,85.6,12.2,3.93,Ultisol,4.16,66.6,4.52,2488,25,124,1.49,Moderate,0.905,89.0,0.122,1,3.4,100.0,248.4,Natural Regeneration,Brazil Nut
1.824076,-73.522364,147.7,30.31,81.3,15.25,7.92,Oxisol,4.16,64.9,2.97,1458,24,250,1.1,Good,0.635,52.6,0.329,2,47.7,100.0,169.8,Direct Seeding,Açaí Palm
-2.644409,-57.223342,295.1,28.35,87.1,37.01,6.39,Oxisol,5.22,63.6,4.7,2035,25,46,1.08,Good,0.879,93.5,0.0,1,0.0,100.0,240.6,Natural Regeneration,Brazil Nut
-1.919218,-67.930117,145.9,23.28,87.5,33.97,0.56,Oxisol,6.04,65.2,5.01,692,8,137,1.32,Moderate,0.885,83.6,0.213,2,48.8,100.0,245.4,Natural Regeneration,Brazil Nut
1.809093,-73.028292,292.0,30.81,72.0,15.1,5.24,Ultisol,6.76,58.2,5.31,1110,3,86,1.58,Moderate,0.826,84.9,0.209,2,42.0,100.0,232.3,Natural Regeneration,Brazil Nut
-2.464624,-64.33065,130.0,29.32,92.0,19.69,3.69,Histosol,5.6,63.7,6.42,1637,5,173,1.24,Moderate,0.95,91.3,0.125,1,34.5,100.0,250.0,Natural Regeneration,Brazil Nut
